,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,0.0,0.9680599155040223,0.0,0.9658972696214838,0.0,0.9680599155040223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9485398535828177,0.9760609397006722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9406010951123254,0.9644173705238024,0.0,0.0,0.0,0.9622431169709202,0.0,0.0,0.0,0.0,0.9453152069027206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9802948874647871,0.0,0.9423188446876909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9406010951123254,0.0,0.0,0.0,0.0,0.9802948874647871,0.0,0.9578645580762859,0.9463036991443368,0.0,0.0,0.9463036991443368,0.0,0.0,0.0,0.0,0.0,0.0,0.95647861205331,0.0,0.0,0.9653099984334563,0.0,0.0,0.9882336459352794,0.0,0.0,0.0,0.0,0.9644173705238024
1,0.9680599155040223,0.0,0.0,0.9585016052695406,0.0,0.9763779527559056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9726706749843624,0.984251968503937,0.0,0.0,0.9527559055118111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9606299212598426,0.0,0.0,0.0,0.9648579365548688,0.9726706749843624,0.0,0.0,0.0,0.986278248982073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9882961518433496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9882961518433496,0.0,0.9664068053603948,0.954905458725165,0.0,0.0,0.954905458725165,0.0,0.0,0.9570451981253753,0.0,0.0,0.0,0.9648579365548688,0.0,0.0,0.9699742789761869,0.0,0.0,0.980483413413856,0.0,0.0,0.0,0.0,0.9570451981253753
2,0.0,0.0,0.0,0.0,0.9922480620155039,0.0,0.0,0.9747117648530763,0.9767441860465116,0.0,0.982493924932635,0.9844961240310077,0.0,0.0,0.0,0.0,0.0,0.9844961240310077,0.0,0.0,0.9648579365548688,0.0,0.0,0.0,0.0,0.0,0.0,0.9723561289942948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980483413413856,0.0,0.0,0.0,0.9689922480620154,0.0,0.0,0.0,0.982493924932635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9640871129580999,0.0,0.9726706749843624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9844961240310077,0.0,0.0,0.0,0.0,0.0,0.9767441860465116,0.0,0.0,0.9648579365548688,0.0,0.980483413413856,0.0,0.0,0.0,0.0,0.0,0.0,0.9767441860465116,0.9689922480620154,0.0,0.0,0.982493924932635,0.0,0.0,0.0
3,0.9658972696214838,0.9585016052695406,0.0,0.0,0.0,0.9585016052695406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9664068053603948,0.0,0.0,0.9585016052695406,0.0,0.0,0.0,0.0,0.0,0.0,0.954933445157178,0.0,0.0,0.0,0.0,0.0,0.9505964051786865,0.0,0.0,0.0,0.954933445157178,0.954933445157178,0.0,0.0,0.0,0.972455591261534,0.0,0.0,0.0,0.9505964051786865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9706208053350116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947089765068261,0.0,0.0,0.0,0.0,0.9706208053350116,0.0,0.9563492063492063,0.0,0.0,0.0,0.0,0.0,0.0,0.954933445157178,0.0,0.0,0.0,0.9627771252460948,0.0,0.0,0.9678027878792996,0.0,0.0,0.9706208053350116,0.0,0.0,0.0,0.0,0.9627771252460948
4,0.0,0.0,0.9922480620155039,0.0,0.0,0.0,0.0,0.9669296047735177,0.9844961240310077,0.0,0.9747117648530763,0.9767441860465116,0.0,0.0,0.0,0.0,0.0,0.9767441860465116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9802948874647871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9726706749843624,0.0,0.0,0.0,0.9612403100775193,0.0,0.0,0.0,0.9747117648530763,0.0,0.0,0.0,0.9669296047735177,0.0,0.0,0.0,0.0,0.0,0.0,0.980483413413856,0.0,0.9689922480620154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9767441860465116,0.0,0.0,0.0,0.0,0.0,0.9689922480620154,0.0,0.0,0.9570451981253753,0.0,0.9726706749843624,0.0,0.0,0.0,0.0,0.0,0.0,0.9844961240310077,0.9767441860465116,0.0,0.0,0.9747117648530763,0.0,0.0,0.0
5,0.9680599155040223,0.9763779527559056,0.0,0.9585016052695406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9570451981253753,0.9921259842519685,0.0,0.0,0.9606299212598426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9570451981253753,0.0,0.0,0.9882961518433496,0.0,0.0,0.0,0.9705918538536189,0.0,0.0,0.0,0.0,0.9632889062875891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9882961518433496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9648579365548688,0.0,0.9882961518433496,0.0,0.0,0.9705918538536189,0.0,0.0,0.954905458725165,0.0,0.0,0.9726706749843624,0.0,0.0,0.0,0.980483413413856,0.0,0.0,0.9659574047969033,0.0,0.0,0.980483413413856,0.0,0.0,0.0,0.0,0.9570451981253753
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9101687675484137,0.7441860465116279,0.0,0.0,0.0,0.8608092840901755,0.0,0.0,0.9224806201550387,0.8716140797333491,0.0,0.0,0.0,0.0,0.0,0.9612403100775193,0.0,0.0,0.8905901703242095,0.0,0.0,0.0,0.0,0.0,0.0,0.8164159063944906,0.0,0.0,0.0,0.0,0.0,0.0,0.9414197212663881,0.0,0.920236644296166,0.0,0.0,0.0,0.8992248062015504,0.0,0.9302325581395349,0.7596899224806202,0.0,0.0,0.0,0.0,0.0,0.857979363659697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7509977628453396,0.9689922480620154,0.0,0.0,0.9224806201550387,0.0,0.0,0.0,0.0,0.9513652846144005,0.0,0.0,0.0,0.0,0.8968901640574901,0.0,0.0,0.889812119324288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.9747117648530763,0.0,0.9669296047735177,0.0,0.0,0.0,0.9513652846144005,0.0,0.9726562499999999,0.9591474446939592,0.9627486562893919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9705918538536189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9705918538536189,0.0,0.0,0.0,0.9747117648530763,0.0,0.0,0.0,0.9570312499999999,0.0,0.9669296047735177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9591474446939592,0.0,0.9591474446939592,0.0,0.0,0.9591474446939592,0.0,0.0,0.0,0.0,0.0,0.9513652846144005,0.0,0.9591474446939592,0.9705918538536189,0.0,0.954905458725165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9570312499999999,0.9570312499999999,0.0,0.0
8,0.0,0.0,0.9767441860465116,0.0,0.9844961240310077,0.0,0.0,0.9513652846144005,0.0,0.0,0.9669296047735177,0.9767441860465116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9513652846144005,0.9414197212663881,0.0,0.0,0.9644173705238024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9414197212663881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9591474446939592,0.0,0.0,0.0,0.9669296047735177,0.0,0.0,0.0,0.0,0.9721581931834582,0.0,0.980483413413856,0.0,0.9844961240310077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9612403100775193,0.0,0.0,0.0,0.0,0.0,0.9534883720930232,0.0,0.0,0.0,0.0,0.9570451981253753,0.0,0.0,0.0,0.0,0.0,0.0,0.9689922480620154,0.9767441860465116,0.0,0.0,0.9591474446939592,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9352974648145975,0.9055118110236221,0.8529438903902142,0.0,0.0,0.0,0.0,0.8867196920317839,0.0,0.0,0.0,0.0,0.9257942444074009,0.0,0.0,0.0,0.9685039370078741,0.0,0.0,0.8372574952617602,0.9414197212663881,0.0,0.0,0.0,0.0,0.0,0.8554795985419585,0.0,0.0,0.931375866032484,0.0,0.0,0.954905458725165,0.0,0.9067191892549757,0.0,0.0,0.0,0.9336069828368945,0.8843166806471221,0.9274542672503705,0.8164159063944906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9000030757755761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9179815059779073,0.0,0.0,0.0,0.0,0.8945432906894265,0.0,0.0,0.9648579365548688,0.0
